asset,status,exchange,timeframe,start_date,end_date,total_bars,seed,fail_reason,sl_mult,tp1_mult,tp2_mult,tp3_mult,tenkan,kijun,tenkan_5,kijun_5,is_sharpe,is_return,is_trades,val_sharpe,val_return,val_trades,oos_sharpe,oos_return,oos_trades,oos_max_dd,oos_pf,wfe,mc_p,error
CHZ,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.25,4.5,7.5,8.5,5,29,9,28,52,2.6402467345303036,10.770716917063083,207,0.3419015854252015,0.5047212981704963,87,0.94822056797364,1.462934964692142,84,-2.2826887027664777,1.2022396544939558,0.3591408922402577,0.562,
WIF,FAIL,binance,1H,2024-03-05,2026-01-23,16542,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.25,3.25,5.0,10.0,12,30,15,17,52,5.374127256918385,19.70399666699818,222,1.4589553707762561,2.169679092305543,104,-0.141090300385196,-0.23428913294289977,83,-3.115484456454898,0.9674843995810828,-0.026253621032803667,0.244,
KAVA,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,1.75,2.25,5.5,7.0,9,28,9,21,52,2.853287474707272,17.213733869652927,345,-0.5180267111169669,-1.210512597971114,135,0.45162985014582757,0.966967226368376,105,-2.9527835689872717,1.0882047412604074,0.15828403346990536,0.044,
ENJ,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,2.25,4.5,7.5,9.5,18,35,10,27,52,3.3082928227928194,21.805970901110292,309,-1.6498624939028612,-3.8600278145885514,123,1.0551492766505128,2.491969726052967,120,-4.189075779059825,1.1877396268641032,0.3189407144920651,0.064,
ILV,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,2.0,2.75,9.0,10.0,8,37,12,29,52,3.4599253155056466,23.82069942420406,327,3.5630884643232803,8.408916124875997,102,1.9656496356312931,4.109299108313635,85,-2.124421804453336,1.5854542061795458,0.568119094022706,0.016,
ONE,SUCCESS,binance,1H,2024-01-24,2026-01-23,17520,42,,2.0,4.75,6.5,9.5,5,34,14,18,52,4.042169417269451,29.579793497390018,306,-0.019333569217465246,-0.12345123489089227,120,3.7046651170787364,9.597735898870784,99,-1.0534539594225234,2.0711542629660404,0.9165041676014895,0.0,
ZIL,SUCCESS,binance,1H,2024-01-24,2026-01-23,17520,42,,1.5,5.0,8.0,10.0,13,26,8,25,52,1.7659389987529277,15.129077343675256,321,-0.1675096099703607,-0.5628022734557425,114,1.3250793098624538,4.0082767091737415,120,-4.987637010841328,1.253519878443456,0.7503539537878712,0.02,
RONIN,FAIL,binance,1H,2024-02-05,2026-01-23,17239,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,1.75,1.75,6.0,9.0,6,28,13,29,52,3.082274794363933,16.254708185308452,306,0.16521618452565393,0.26038328101358754,126,-1.1687730569478867,-2.2112090201665713,99,-4.24046300731743,0.776643039497335,-0.3791917122655763,0.14,
ROSE,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.75,2.25,5.5,6.5,5,28,15,26,52,2.0394386540569873,6.313449091224421,270,0.5710696101900375,0.6597304777055557,102,0.5411592079529081,0.6673215923380216,102,-2.0042797790425837,1.1181786471550021,0.2653471370057629,0.366,
PIXEL,FAIL,binance,1H,2024-02-19,2026-01-23,16906,42,TRADES<50,5.0,1.5,3.5,10.0,11,36,12,22,52,3.482728933470391,7.052826968648684,267,-1.2957013573199692,-1.2292111740070166,93,6.017232319237906,2.1903371172717456,47,-0.005235849415929916,54.07154717037801,1.7277348981742287,0.0,
GALA,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.25,4.25,5.5,7.0,7,30,15,18,52,2.8290384721765114,11.747586014105881,237,-0.7158319418743945,-1.0707321550990079,82,-0.10884891145388409,-0.17511083108598946,75,-3.0613936988304724,0.9717102754615701,-0.03847558544162941,0.184,
MANA,FAIL,binance,1H,2024-01-24,2026-01-23,17521,42,WFE<0.6; OVERFIT,1.5,3.25,8.0,9.5,13,30,9,21,52,2.190827122468416,18.556179153623155,342,-0.801265025730035,-2.406889005678603,138,1.2713075444419648,3.576340443980275,123,-3.6548959018311677,1.2362685733112824,0.5802865645599531,0.106,
SAND,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,1.75,5.0,6.5,7.0,15,27,13,23,52,2.648305332267042,22.256738831131063,303,-1.4104037897697674,-4.117410631070939,132,1.2373229007465412,3.280204669250897,99,-3.1987511954265857,1.2892264961110889,0.4672130836542739,0.11,
PEPE,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,2.75,1.75,3.5,5.5,5,34,15,28,52,2.9703790195533655,12.061450456361577,381,0.49651350445730474,0.6500566941136432,114,1.085342176689497,1.4439521289677515,105,-1.981148698888835,1.2496372851834299,0.36538844691028427,0.08,
GALA,SUCCESS,binance,1H,2024-01-24,2026-01-23,17520,42,,1.75,5.0,9.0,10.0,15,29,8,16,52,2.2999051924853573,19.44098865582038,309,3.285923151806725,9.960460083366174,108,2.7120535966311157,8.026306652948634,90,-2.4978657223962752,1.8330091712478598,1.1792023451629223,0.002,
GALA,SUCCESS,binance,1H,2024-01-24,2026-01-23,17520,42,,1.75,5.0,9.0,10.0,15,29,8,16,52,2.2999051924853573,19.44098865582038,309,3.285923151806725,9.960460083366174,108,2.7120535966311157,8.026306652948634,90,-2.4978657223962752,1.8330091712478598,1.1792023451629223,0.002,
GALA,SUCCESS,binance,1H,2024-01-24,2026-01-23,17520,42,,1.75,5.0,9.0,10.0,15,29,8,16,52,2.2999051924853573,19.44098865582038,309,3.285923151806725,9.960460083366174,108,2.7120535966311157,8.026306652948634,90,-2.4978657223962752,1.8330091712478598,1.1792023451629223,0.002,
GALA,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.25,4.25,5.5,7.0,7,30,15,18,52,2.8290384721765114,11.747586014105881,237,-0.7158319418743945,-1.0707321550990079,82,-0.10884891145388409,-0.17511083108598946,75,-3.0613936988304724,0.9717102754615701,-0.03847558544162941,0.184,
PIXEL,FAIL,binance,1H,2024-02-19,2026-01-23,16906,42,TRADES<50,5.0,1.5,3.5,10.0,11,36,12,22,52,3.482728933470391,7.052826968648684,267,-1.2957013573199692,-1.2292111740070166,93,6.017232319237906,2.1903371172717456,47,-0.005235849415929916,54.07154717037801,1.7277348981742287,0.0,
SAND,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,1.75,5.0,6.5,7.0,15,27,13,23,52,2.648305332267042,22.256738831131063,303,-1.4104037897697674,-4.117410631070939,132,1.2373229007465412,3.280204669250897,99,-3.1987511954265857,1.2892264961110889,0.4672130836542739,0.11,
WIF,FAIL,binance,1H,2024-03-05,2026-01-23,16542,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.25,3.25,5.0,10.0,12,30,15,17,52,5.374127256918385,19.70399666699818,222,1.4589553707762561,2.169679092305543,104,-0.141090300385196,-0.23428913294289977,83,-3.115484456454898,0.9674843995810828,-0.026253621032803667,0.244,
MANA,FAIL,binance,1H,2024-01-24,2026-01-23,17521,42,WFE<0.6; OVERFIT,1.5,3.25,8.0,9.5,13,30,9,21,52,2.190827122468416,18.556179153623155,342,-0.801265025730035,-2.406889005678603,138,1.2713075444419648,3.576340443980275,123,-3.6548959018311677,1.2362685733112824,0.5802865645599531,0.106,
ENJ,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,2.25,4.5,7.5,9.5,18,35,10,27,52,3.3082928227928194,21.805970901110292,309,-1.6498624939028612,-3.8600278145885514,123,1.0551492766505128,2.491969726052967,120,-4.189075779059825,1.1877396268641032,0.3189407144920651,0.064,
ILV,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,2.0,2.75,9.0,10.0,8,37,12,29,52,3.4599253155056466,23.82069942420406,327,3.5630884643232803,8.408916124875997,102,1.9656496356312931,4.109299108313635,85,-2.124421804453336,1.5854542061795458,0.568119094022706,0.016,
RONIN,FAIL,binance,1H,2024-02-05,2026-01-23,17239,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,1.75,1.75,6.0,9.0,6,28,13,29,52,3.082274794363933,16.254708185308452,306,0.16521618452565393,0.26038328101358754,126,-1.1687730569478867,-2.2112090201665713,99,-4.24046300731743,0.776643039497335,-0.3791917122655763,0.14,
FIL,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,5.0,2.0,5.5,8.5,7,36,9,24,52,3.664407600328416,9.610061728822084,276,-0.8180058975008697,-0.9618442242352865,117,-0.3000679879020054,-0.27641867436739576,56,-2.7763776189651868,0.9114943401327229,-0.081887175399132,0.438,
PEPE,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,2.75,1.75,3.5,5.5,5,34,15,28,52,2.9703790195533655,12.061450456361577,381,0.49651350445730474,0.6500566941136432,114,1.085342176689497,1.4439521289677515,105,-1.981148698888835,1.2496372851834299,0.36538844691028427,0.08,
FLOKI,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.75,3.75,5.0,9.0,17,21,11,27,52,3.4424260192810996,16.75681048317297,258,0.0002790682165908747,-0.045264343778239624,114,-0.6573821040050108,-1.2150407403670904,96,-4.448226477060546,0.8772386021808406,-0.19096477319280067,0.392,
CHZ,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.25,4.5,7.5,8.5,5,29,9,28,52,2.6402467345303036,10.770716917063083,207,0.3419015854252015,0.5047212981704963,87,0.94822056797364,1.462934964692142,84,-2.2826887027664777,1.2022396544939558,0.3591408922402577,0.562,
THETA,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.0,4.25,5.5,10.0,10,26,11,20,52,2.006678012781776,14.164182471192621,345,-1.6228442472871405,-4.1655385405581775,141,0.18365641251406212,0.34061461221188694,102,-5.117741465033898,1.0293656107789417,0.09152261167174833,0.09,
SUSHI,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,4.75,3.25,7.0,9.0,5,34,10,28,52,3.80744895224016,12.720553220208487,234,1.5858728774197817,1.6575386289822802,69,1.5757085549283125,2.0098562881480486,94,-2.1669427885961046,1.3873741918197635,0.4138488984865378,0.018,
CRV,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0,2.0,4.25,5.5,9.5,12,38,11,21,52,1.0933414492314228,7.924044896590976,355,-3.8874352560481134,-8.122278705379626,108,0.8928943852248551,2.0823940410554576,111,-2.0746072210326982,1.1711566049836484,0.8166656316309289,0.07,
KAVA,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,1.75,2.25,5.5,7.0,9,28,9,21,52,2.853287474707272,17.213733869652927,345,-0.5180267111169669,-1.210512597971114,135,0.45162985014582757,0.966967226368376,105,-2.9527835689872717,1.0882047412604074,0.15828403346990536,0.044,
ZIL,SUCCESS,binance,1H,2024-01-24,2026-01-23,17520,42,,1.5,5.0,8.0,10.0,13,26,8,25,52,1.7659389987529277,15.129077343675256,321,-0.1675096099703607,-0.5628022734557425,114,1.3250793098624538,4.0082767091737415,120,-4.987637010841328,1.253519878443456,0.7503539537878712,0.02,
ONE,SUCCESS,binance,1H,2024-01-24,2026-01-23,17520,42,,2.0,4.75,6.5,9.5,5,34,14,18,52,4.042169417269451,29.579793497390018,306,-0.019333569217465246,-0.12345123489089227,120,3.7046651170787364,9.597735898870784,99,-1.0534539594225234,2.0711542629660404,0.9165041676014895,0.0,
CFX,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.75,3.5,9.5,10.0,7,21,10,18,52,3.385669665280115,20.183401067855343,268,0.14786364459480658,0.23890475239614073,103,-0.9525180646465985,-2.2195784866389845,112,-5.018719778825398,0.8160444473723963,-0.28133815723802796,0.292,
ROSE,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.75,2.25,5.5,6.5,5,28,15,26,52,2.0394386540569873,6.313449091224421,270,0.5710696101900375,0.6597304777055557,102,0.5411592079529081,0.6673215923380216,102,-2.0042797790425837,1.1181786471550021,0.2653471370057629,0.366,
GALA,SUCCESS,binance,1H,2024-01-24,2026-01-23,17520,42,,1.75,5.0,9.0,10.0,15,29,8,16,52,2.2999051924853573,19.44098865582038,309,3.285923151806725,9.960460083366174,108,2.7120535966311157,8.026306652948634,90,-2.4978657223962752,1.8330091712478598,1.1792023451629223,0.002,
GALA,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.25,4.5,6.5,9.5,17,27,9,18,52,3.0836719412610925,12.797917398130565,228,1.5706383593172186,2.0733002461875927,70,-1.4707042319898354,-1.986158790944903,63,-4.003862860570429,0.6789419029966826,-0.47693278014145013,0.462,
GALA,SUCCESS,binance,1H,2024-01-24,2026-01-23,17520,42,,1.75,4.0,8.0,9.0,17,29,12,25,52,1.7030131734395935,13.192820731112164,315,2.994254275083617,9.186360868598364,129,3.2701016853415212,8.646663407720157,93,-1.5497398051459443,2.1357205113911935,1.9201857838462064,0.002,
PEPE,SUCCESS,binance,1H,2024-01-24,2026-01-23,17520,42,,2.25,4.5,8.5,10.0,10,21,13,18,52,1.8740025377091605,11.871136311261843,273,-1.0383013141542983,-2.248945187618334,93,2.339138006818774,5.417956360821785,93,-3.0634697466160876,1.606244307263247,1.2482042898822379,0.01,
RONIN,FAIL,binance,1H,2024-02-05,2026-01-23,17239,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.0,4.75,9.0,10.0,6,22,9,22,52,3.3029083762414952,25.035293634889122,249,1.3191814165747215,3.5625150256786586,110,-1.140207051122309,-2.5289389587838884,78,-4.8354401844100225,0.7623835991776161,-0.34521304294241245,0.128,
GALA,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.25,4.5,6.5,8.0,7,28,16,18,52,3.0366421108014583,12.968676126420341,234,-0.10868213691179099,-0.1751336680659521,70,-2.6033433451955292,-3.6732506539755794,66,-5.540772331240418,0.4908945766790315,-0.8573099002794343,0.75,
WIF,FAIL,binance,1H,2024-03-05,2026-01-23,16542,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.75,3.25,5.0,10.0,8,23,16,30,52,5.517743140521314,18.29562924475221,228,-0.14347409095842117,-0.23334526176044257,104,0.7594435531850188,0.9977687882722908,89,-2.0483835131566708,1.161865972386195,0.13763662675919106,0.102,
PIXEL,FAIL,binance,1H,2024-02-19,2026-01-23,16906,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.5,2.25,4.0,9.0,13,37,13,24,52,3.2486764759531566,14.399255094338814,294,-0.7011796301337825,-1.128986962557299,111,0.6374968744744538,0.9862691368252019,84,-3.823573203316255,1.1443848492830055,0.19623279793886317,0.028,
ILV,SUCCESS,binance,1H,2024-01-24,2026-01-23,17520,42,,2.0,2.25,8.5,10.0,7,37,9,18,52,3.66612905981533,23.521259102431458,330,2.8322809484133464,5.994658388292318,112,2.282120626277854,4.4684950541743484,94,-2.097335466113892,1.6843438553367542,0.6224878036325346,0.008,
SAND,SUCCESS,binance,1H,2024-01-24,2026-01-23,17520,42,,1.75,5.0,6.5,8.0,11,21,12,23,52,2.7308190618550117,22.116912518378662,303,-1.331231061677871,-3.89105403343859,132,1.6598946175097813,4.525289424924384,99,-3.16510428447504,1.4000366094553478,0.6078376413493449,0.048,
ENJ,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.25,4.25,7.5,10.0,18,36,10,26,52,3.2761325417544125,21.321117076486253,312,-2.2257503683325495,-5.209231319619445,129,0.8405043057925013,1.9419697260529611,120,-4.211521023717557,1.146303812578026,0.25655381614762146,0.074,
MANA,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,1.5,3.25,8.5,9.5,8,25,8,25,52,2.2734343925721774,19.663638333224732,345,-0.6821101145432894,-2.0960452404648278,138,0.173733903675055,0.39747670936973734,129,-4.276923552216372,1.0236938281418215,0.07641914112088866,0.25,
FLOKI,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.75,3.75,7.5,10.0,18,20,13,16,52,3.570500558292261,17.905030450087533,228,-0.9588447865004812,-1.8883065692739898,114,0.15961904963515244,0.26577067624595774,96,-3.53276571034572,1.026798064080419,0.044704950196534025,0.178,
FLOKI,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.75,3.75,5.0,9.0,17,21,11,27,52,3.4424260192810996,16.75681048317297,258,0.0002790682165908747,-0.045264343778239624,114,-0.6573821040050108,-1.2150407403670904,96,-4.448226477060546,0.8772386021808406,-0.19096477319280067,0.38,
ILV,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,2.0,2.75,9.0,10.0,8,37,12,29,52,3.4599253155056466,23.82069942420406,327,3.5630884643232803,8.408916124875997,102,1.9656496356312931,4.109299108313635,85,-2.124421804453336,1.5854542061795458,0.568119094022706,0.016,
GALA,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,1.75,4.5,6.5,7.0,15,26,12,18,52,2.5678095037985686,22.16485897000704,330,2.464245325600457,7.417162154833012,124,0.9964276005774731,2.764988294811621,108,-4.279339379355718,1.215989408257843,0.38804576394917717,0.034,
MANA,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,1.5,3.25,8.0,9.5,13,30,9,21,52,2.1908271638907992,18.556179560838302,342,-0.8012650262429644,-2.4068890072646343,138,1.2714915710684587,3.5763416194078523,123,-3.654895860156304,1.2362686693113458,0.58037055228508,0.08,
PIXEL,FAIL,binance,1H,2024-02-19,2026-01-23,16906,42,TRADES<50,5.0,1.5,3.5,10.0,11,36,12,22,52,3.482728933470391,7.052826968648684,267,-1.2957013573199692,-1.2292111740070166,93,6.017232319237906,2.1903371172717456,47,-0.005235849415929916,54.07154717037801,1.7277348981742287,0.0,
WIF,FAIL,binance,1H,2024-03-05,2026-01-23,16542,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.25,3.25,5.0,10.0,12,30,15,17,52,5.374127256918385,19.70399666699818,222,1.4589553707762561,2.169679092305543,104,-0.141090300385196,-0.23428913294289977,83,-3.115484456454898,0.9674843995810828,-0.026253621032803667,0.238,
RONIN,FAIL,binance,1H,2024-02-05,2026-01-23,17239,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,1.75,1.75,6.0,9.0,6,28,13,29,52,3.082274794363933,16.254708185308452,306,0.16521618452565393,0.26038328101358754,126,-1.1687730569478867,-2.2112090201665713,99,-4.24046300731743,0.776643039497335,-0.3791917122655763,0.134,
PEPE,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,2.75,1.75,3.5,5.5,5,34,15,28,52,2.9703790195533655,12.061450456361577,381,0.49651350445730474,0.6500566941136432,114,1.085342176689497,1.4439521289677515,105,-1.981148698888835,1.2496372851834299,0.36538844691028427,0.078,
THETA,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,2.0,2.5,8.5,9.5,13,33,12,29,52,2.6687263900388505,17.270628327882175,339,-2.1511699225901486,-5.269370736203671,150,1.2935259518085016,2.4967075580077935,99,-3.930514805401264,1.3297119584374664,0.484697853116996,0.018,
SAND,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,1.75,3.75,6.5,10.0,17,28,12,29,52,2.7193439970807765,19.12502144615258,309,-0.039429492941518984,-0.18286353697876123,120,0.86686436815248,1.9649943223760014,99,-3.2663606696067937,1.1732459253810754,0.3187770172082169,0.122,
ENJ,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,2.25,4.5,7.5,9.5,18,35,10,27,52,3.3082928227928194,21.805970901110292,309,-1.6498624939028612,-3.8600278145885514,123,1.0551492766505128,2.491969726052967,120,-4.189075779059825,1.1877396268641032,0.3189407144920651,0.062,
CRV,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,1.75,4.0,5.5,9.5,14,22,14,27,52,1.1731365503715463,8.740878736664914,355,-3.8607156731821637,-8.221023406667394,108,0.46514033864952903,1.0917476692648975,120,-3.059022870924999,1.0788057500480288,0.39649292190428603,0.144,
CHZ,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.25,4.5,7.5,10.0,6,21,11,27,52,2.565039539128363,10.018131561697018,204,0.43408345147879646,0.6218838566916851,87,0.5420164630249471,0.8456658234564651,87,-2.753003298793111,1.1090565410446291,0.2113092039154812,0.65,
ONE,SUCCESS,binance,1H,2024-01-24,2026-01-23,17520,42,,2.0,4.75,6.0,7.0,5,33,15,19,52,3.8468961630945246,28.863222651239283,306,-0.08023098802193526,-0.285951234890891,120,3.2282355628343233,8.077345610570475,105,-1.490734524595172,1.8084512951582963,0.8391792827174889,0.0,
SUSHI,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,4.75,3.25,7.0,9.5,7,35,10,20,52,3.8198741965085476,12.820553220208497,234,2.7354489377139277,2.60045635362256,63,1.4406831451671764,1.8098562881480484,94,-2.169554373265614,1.3488267400338745,0.3771546053752225,0.018,
CFX,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.5,3.25,4.5,6.5,14,32,11,15,52,2.9534344426246815,13.212165072429638,285,-0.5027374367212029,-0.8583117313021082,105,-0.10834466277095188,-0.2040418650283704,93,-3.5017080320524308,0.9737045548904388,-0.03668429581753888,0.132,
FIL,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,5.0,2.0,6.0,8.5,10,39,10,21,52,3.7265388510169006,9.896555435950404,276,-0.2954185658159903,-0.34628312587882126,114,-0.03439763154227562,-0.04141867436739943,56,-2.7610673643832184,0.986738279842692,-0.0092304502696622,0.364,
ROSE,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.25,3.5,5.5,8.5,9,31,8,16,52,1.6170025499249534,6.234508095416325,243,1.242954003153025,1.6831626209929063,96,0.2679074362977746,0.3761620171827351,105,-1.9853127204849108,1.0488210058415839,0.165681517515361,0.426,
ZIL,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.75,5.0,6.0,10.0,6,35,9,29,52,2.8066602291967504,17.66709959886419,291,-0.6370046277812171,-1.271787282902026,93,-1.4887867154254566,-3.0100959565678154,93,-4.167736485487739,0.738649725792099,-0.5304477898457765,0.396,
KAVA,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,3.0,2.75,5.5,7.0,9,20,11,20,52,3.571150120223488,16.425917209587016,303,2.5602051570766675,4.259224590791755,111,1.0009223580325475,1.596591088054855,87,-2.4268186219816523,1.233409289943196,0.2802801126629502,0.02,
CHZ,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.25,4.5,7.5,8.5,5,29,9,28,52,2.6402467345303036,10.770716917063083,207,0.3419015854252015,0.5047212981704963,87,0.94822056797364,1.462934964692142,84,-2.2826887027664777,1.2022396544939558,0.3591408922402577,0.562,
FIL,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,5.0,2.0,5.5,8.5,7,36,9,24,52,3.664407600328416,9.610061728822084,276,-0.8180058975008697,-0.9618442242352865,117,-0.3000679879020054,-0.27641867436739576,56,-2.7763776189651868,0.9114943401327229,-0.081887175399132,0.438,
